,phish_id_x,url,phish_detail_url_x,submission_time_x,verified_x,verification_time_x,online_x,target_x,phish_id_y,phish_detail_url_y,submission_time_y,verified_y,verification_time_y,online_y,target_y
41,7465255.0,https://support-metamask.io/otpactivation/?access=aleofyj,http://www.phishtank.com/phish_detail.php?phish_id=7465255,2022-03-16T09:29:02+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other,,,,,,,
42,7465254.0,http://exclusivelyequinevet.com/file/0ZogUSPc4qbtnRTLdFVCq0B0mpT7yShl/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7465254,2022-03-16T09:28:26+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other,7465254.0,http://www.phishtank.com/phish_detail.php?phish_id=7465254,2022-03-16T09:28:26+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other
43,7465253.0,https://my-bk-rnufg-jp-singin2.teilil32.cn/newsplus/cardBrand0013/lid/news_ja/index?mode=sp,http://www.phishtank.com/phish_detail.php?phish_id=7465253,2022-03-16T09:25:46+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other,,,,,,,
44,7465252.0,https://my-bk-rnufg-jp-singin1.pl6ubm2q.cn/newsplus/cardBrand0013/lid/news_ja/index?mode=sp,http://www.phishtank.com/phish_detail.php?phish_id=7465252,2022-03-16T09:22:09+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other,7465252.0,http://www.phishtank.com/phish_detail.php?phish_id=7465252,2022-03-16T09:22:09+00:00,yes,2022-03-16T09:32:30+00:00,yes,Other
45,7465246.0,https://vodafone-auth.xyz,http://www.phishtank.com/phish_detail.php?phish_id=7465246,2022-03-16T09:09:57+00:00,yes,2022-03-16T09:22:41+00:00,yes,Facebook,,,,,,,
46,7465245.0,https://www.msecmori.com/,http://www.phishtank.com/phish_detail.php?phish_id=7465245,2022-03-16T09:07:54+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
47,7465244.0,https://www.msceeeacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465244,2022-03-16T09:07:08+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
48,7465242.0,http://www.msecosoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465242,2022-03-16T09:05:14+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
49,7465240.0,https://www.mseenoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465240,2022-03-16T09:04:39+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
50,7465239.0,https://www.mseseeacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465239,2022-03-16T09:04:05+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
51,7465237.0,http://www.mseseeoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465237,2022-03-16T09:03:24+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
52,7465236.0,https://www.mseenacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465236,2022-03-16T09:02:50+00:00,yes,2022-03-16T09:12:23+00:00,yes,Other,,,,,,,
53,7465234.0,http://www.msecmoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465234,2022-03-16T09:02:14+00:00,yes,2022-03-16T09:06:07+00:00,yes,Other,,,,,,,
54,7465232.0,http://metmasks2login.azurewebsites.net/import-with-seed-phrase/,http://www.phishtank.com/phish_detail.php?phish_id=7465232,2022-03-16T09:01:07+00:00,yes,2022-03-16T09:06:07+00:00,yes,Other,,,,,,,
55,7465230.0,https://conneect-lannd.org/,http://www.phishtank.com/phish_detail.php?phish_id=7465230,2022-03-16T08:55:34+00:00,yes,2022-03-16T09:06:07+00:00,yes,Other,,,,,,,
56,7465229.0,http://www.msecmacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465229,2022-03-16T08:53:37+00:00,yes,2022-03-16T09:06:07+00:00,yes,Other,,,,,,,
57,7465227.0,https://jp.mercari.radou.xyz/?u=aHR0cHM6Ly93dW1vdS5saXZlL3Byb2R1Y3RzL3pocXJkZzMuaHRtbD9mYmNsaWQ9SXdBUjItSnl4QVNYWXp1OGtrdWFISGRUNkdORTVzRzZwTE9URmNvUUMyR1FkXzZ1NGNXY1dHY0ZkZ1p6Yw==,http://www.phishtank.com/phish_detail.php?phish_id=7465227,2022-03-16T08:48:45+00:00,yes,2022-03-16T08:51:34+00:00,yes,Other,,,,,,,
58,7465226.0,https://5rxnjc0.cn/mufgcard/newsplus/,http://www.phishtank.com/phish_detail.php?phish_id=7465226,2022-03-16T08:48:31+00:00,yes,2022-03-16T08:51:34+00:00,yes,Other,,,,,,,
59,7465224.0,https://tinyurl.com/BAPR-private,http://www.phishtank.com/phish_detail.php?phish_id=7465224,2022-03-16T08:41:32+00:00,yes,2022-03-16T08:51:34+00:00,yes,Other,7465224.0,http://www.phishtank.com/phish_detail.php?phish_id=7465224,2022-03-16T08:41:32+00:00,yes,2022-03-16T08:51:34+00:00,yes,Other
60,7465225.0,https://coast-north.com/ragusa/,http://www.phishtank.com/phish_detail.php?phish_id=7465225,2022-03-16T08:41:32+00:00,yes,2022-03-16T08:51:34+00:00,yes,Other,,,,,,,
61,7465222.0,https://pancakeswap-finance.blog/,http://www.phishtank.com/phish_detail.php?phish_id=7465222,2022-03-16T08:38:03+00:00,yes,2022-03-16T08:41:16+00:00,yes,Other,,,,,,,
62,7465216.0,https://pancakeswap-finance.art/,http://www.phishtank.com/phish_detail.php?phish_id=7465216,2022-03-16T08:26:11+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
63,7465211.0,https://garisbiru.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465211,2022-03-16T07:59:34+00:00,yes,2022-03-16T08:11:16+00:00,yes,Other,7465211.0,http://www.phishtank.com/phish_detail.php?phish_id=7465211,2022-03-16T07:59:34+00:00,yes,2022-03-16T08:11:16+00:00,yes,Other
64,7465209.0,https://pancakeswap-finance.pw/,http://www.phishtank.com/phish_detail.php?phish_id=7465209,2022-03-16T07:46:43+00:00,yes,2022-03-16T07:52:05+00:00,yes,Other,,,,,,,
65,7465202.0,https://inpost-rghl.2584902.me,http://www.phishtank.com/phish_detail.php?phish_id=7465202,2022-03-16T07:29:39+00:00,yes,2022-03-16T07:32:17+00:00,yes,Other,7465202.0,http://www.phishtank.com/phish_detail.php?phish_id=7465202,2022-03-16T07:29:39+00:00,yes,2022-03-16T07:32:17+00:00,yes,Other
66,7465201.0,https://2wyslijpaczkeip389184.xyz,http://www.phishtank.com/phish_detail.php?phish_id=7465201,2022-03-16T07:29:32+00:00,yes,2022-03-16T07:32:17+00:00,yes,Other,7465201.0,http://www.phishtank.com/phish_detail.php?phish_id=7465201,2022-03-16T07:29:32+00:00,yes,2022-03-16T07:32:17+00:00,yes,Other
67,7465198.0,https://allegrolokalne.32564delivery.xyz/epghtauu],http://www.phishtank.com/phish_detail.php?phish_id=7465198,2022-03-16T07:27:03+00:00,yes,2022-03-16T07:32:17+00:00,yes,Allegro,,,,,,,
68,7465199.0,https://verificabancasella.com/,http://www.phishtank.com/phish_detail.php?phish_id=7465199,2022-03-16T07:27:03+00:00,yes,2022-03-16T07:32:18+00:00,yes,Other,,,,,,,
69,7465192.0,https://www.mscenacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465192,2022-03-16T07:07:57+00:00,yes,2022-03-16T07:12:03+00:00,yes,Other,,,,,,,
70,7465191.0,https://www.msceeeoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465191,2022-03-16T07:06:15+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
71,7465189.0,https://www.mseceeoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465189,2022-03-16T07:03:13+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
72,7465187.0,https://www.msaemoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465187,2022-03-16T06:57:46+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
73,7465188.0,https://www.login.kddi-au.grsfhdt.net/,http://www.phishtank.com/phish_detail.php?phish_id=7465188,2022-03-16T06:57:46+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
74,7465186.0,https://www.msaeeacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465186,2022-03-16T06:57:13+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
75,7465185.0,https://www.mscseeacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465185,2022-03-16T06:56:35+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
76,7465184.0,https://www.msecooesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465184,2022-03-16T06:55:57+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
77,7465183.0,https://www.msaeeoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465183,2022-03-16T06:55:31+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
78,7465182.0,https://www.mscenoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465182,2022-03-16T06:55:05+00:00,yes,2022-03-16T07:11:03+00:00,yes,Other,,,,,,,
79,7465181.0,https://www.login.kddi-au.regsga.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465181,2022-03-16T06:50:15+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,7465181.0,http://www.phishtank.com/phish_detail.php?phish_id=7465181,2022-03-16T06:50:15+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other
80,7465180.0,https://www.login.kddi-au.bedrsg.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465180,2022-03-16T06:49:57+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
81,7465179.0,https://www.login.kddi-au.bngmhg.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465179,2022-03-16T06:49:42+00:00,yes,2022-03-16T06:51:37+00:00,yes,Other,7465179.0,http://www.phishtank.com/phish_detail.php?phish_id=7465179,2022-03-16T06:49:42+00:00,yes,2022-03-16T06:51:37+00:00,yes,Other
82,7465178.0,https://www.msecosacen.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465178,2022-03-16T06:49:37+00:00,yes,2022-03-16T06:51:37+00:00,yes,Other,,,,,,,
83,7465177.0,https://www.login.kddi-au.bedvsfta.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465177,2022-03-16T06:49:24+00:00,yes,2022-03-16T06:51:37+00:00,yes,Other,,,,,,,
84,7465176.0,https://www.mscseeoesc.icu/,http://www.phishtank.com/phish_detail.php?phish_id=7465176,2022-03-16T06:49:02+00:00,yes,2022-03-16T06:51:37+00:00,yes,Other,,,,,,,
85,7465174.0,https://connect.polygonv2.technology/staking/,http://www.phishtank.com/phish_detail.php?phish_id=7465174,2022-03-16T06:36:22+00:00,yes,2022-03-16T06:41:41+00:00,yes,Other,,,,,,,
86,7465173.0,https://aiu.kdda.zwjfovr.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7465173,2022-03-16T06:34:11+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
87,7465172.0,https://aiu.kdda.zxjbsov.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7465172,2022-03-16T06:33:55+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
88,7465171.0,https://aiu.kdda.afcmtscs.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7465171,2022-03-16T06:33:38+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
89,7465169.0,http://com-sg-online.top,http://www.phishtank.com/phish_detail.php?phish_id=7465169,2022-03-16T06:24:28+00:00,yes,2022-03-16T06:32:35+00:00,yes,Other,,,,,,,
90,7465168.0,https://aeon-co.jp.qgrsulc.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7465168,2022-03-16T06:19:26+00:00,yes,2022-03-16T06:22:22+00:00,yes,Other,7465168.0,http://www.phishtank.com/phish_detail.php?phish_id=7465168,2022-03-16T06:19:26+00:00,yes,2022-03-16T06:22:22+00:00,yes,Other
91,7465167.0,https://aeonjp.cf/,http://www.phishtank.com/phish_detail.php?phish_id=7465167,2022-03-16T06:19:24+00:00,yes,2022-03-16T06:22:22+00:00,yes,Other,,,,,,,
92,7465162.0,https://jp.mercari.skoai.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7465162,2022-03-16T05:59:19+00:00,yes,2022-03-16T06:06:11+00:00,yes,Other,,,,,,,
93,7465161.0,https://dbs.com-sg-online.top/ds,http://www.phishtank.com/phish_detail.php?phish_id=7465161,2022-03-16T05:58:09+00:00,yes,2022-03-16T06:06:11+00:00,yes,Other,,,,,,,
94,7465156.0,http://metamask-recovery.site,http://www.phishtank.com/phish_detail.php?phish_id=7465156,2022-03-16T05:42:04+00:00,yes,2022-03-16T05:43:29+00:00,yes,Other,,,,,,,
95,7465155.0,https://bk.mufg.co.jp.doc89.com/,http://www.phishtank.com/phish_detail.php?phish_id=7465155,2022-03-16T05:39:59+00:00,yes,2022-03-16T05:43:29+00:00,yes,Other,,,,,,,
96,7465153.0,https://aeon-co.jp.qgrsulc.cn/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7465153,2022-03-16T05:37:25+00:00,yes,2022-03-16T05:43:29+00:00,yes,Other,,,,,,,
97,7465151.0,https://aeonjp.tk/,http://www.phishtank.com/phish_detail.php?phish_id=7465151,2022-03-16T05:33:44+00:00,yes,2022-03-16T05:37:28+00:00,yes,Other,,,,,,,
98,7465150.0,https://howsty-takenes-gifts.github.io/coins-SOLANA-free/?solana.com,http://www.phishtank.com/phish_detail.php?phish_id=7465150,2022-03-16T05:31:26+00:00,yes,2022-03-16T05:37:29+00:00,yes,Other,7465150.0,http://www.phishtank.com/phish_detail.php?phish_id=7465150,2022-03-16T05:31:26+00:00,yes,2022-03-16T05:37:29+00:00,yes,Other
99,7465141.0,https://goldenmotor.ca/lea.html,http://www.phishtank.com/phish_detail.php?phish_id=7465141,2022-03-16T04:40:11+00:00,yes,2022-03-16T04:52:01+00:00,yes,Optus,,,,,,,
100,7465138.0,https://www.mufg-card.jplogin.yfhbrdm.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465138,2022-03-16T04:25:18+00:00,yes,2022-03-16T04:32:27+00:00,yes,Other,,,,,,,
101,7465137.0,https://www.mufg-card.jplogin.engpkgc.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465137,2022-03-16T04:22:00+00:00,yes,2022-03-16T04:32:27+00:00,yes,Other,,,,,,,
102,7465135.0,https://www.mufg-card.jplogin.zeofmor.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465135,2022-03-16T04:08:07+00:00,yes,2022-03-16T04:12:08+00:00,yes,Other,,,,,,,
103,7465134.0,https://www.mufg-card.jplogin.tysgwaq.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465134,2022-03-16T04:04:49+00:00,yes,2022-03-16T04:12:08+00:00,yes,Other,,,,,,,
104,7465133.0,https://www.mufg-card.jplogin.toqwubb.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465133,2022-03-16T04:01:54+00:00,yes,2022-03-16T04:12:08+00:00,yes,Other,,,,,,,
105,7465132.0,https://www.mufg-card.jplogin.ubeduwk.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465132,2022-03-16T03:58:51+00:00,yes,2022-03-16T04:02:50+00:00,yes,Other,,,,,,,
106,7465131.0,https://www.mufg-card.jplogin.vhmugha.cn,http://www.phishtank.com/phish_detail.php?phish_id=7465131,2022-03-16T03:54:18+00:00,yes,2022-03-16T04:02:50+00:00,yes,Other,,,,,,,
107,7465127.0,https://aiu.sgfyr.shop/,http://www.phishtank.com/phish_detail.php?phish_id=7465127,2022-03-16T03:27:55+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
108,7465126.0,https://www1.aeonscen.com,http://www.phishtank.com/phish_detail.php?phish_id=7465126,2022-03-16T03:27:30+00:00,yes,2022-03-16T03:37:28+00:00,yes,Other,,,,,,,
109,7465125.0,https://s.aeonzsun.com,http://www.phishtank.com/phish_detail.php?phish_id=7465125,2022-03-16T03:23:39+00:00,yes,2022-03-16T03:37:28+00:00,yes,Other,,,,,,,
110,7465124.0,https://www3.aeonceun.com,http://www.phishtank.com/phish_detail.php?phish_id=7465124,2022-03-16T03:20:03+00:00,yes,2022-03-16T03:23:11+00:00,yes,Other,,,,,,,
111,7465123.0,https://connecti-auonepay-jp.otgrcfw.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7465123,2022-03-16T03:17:44+00:00,yes,2022-03-16T08:31:54+00:00,yes,Other,,,,,,,
