url,depth,is_phishing,status_code,redirects,is_https,is_ip_address,is_error_page,url_length,domain_url_depth,domain_url_length,has_sub_domain,has_at_symbol,dashes_count,path_starts_with_url,is_valid_html,anchors_count,forms_count,javascript_count,self_anchors_count,has_form_with_url,has_iframe,use_mouseover,is_cert_valid,has_dns_record,has_whois,cert_country,cert_reliability,domain_age,domain_end_period,domain_creation_date,refs
https://docs.google.com/document/?usp=docs_alc,1,,200,2,true,false,false,46,2,15,true,false,0,false,true,69,0,1,7,false,false,false,,,,,,,,,[]
http://google.com/intl/fr/ads/,1,,200,2,false,false,false,30,1,10,false,false,0,false,false,56,0,0,1,false,false,false,,,,,,,,,[]
http://google.com/intl/fr/policies/terms/,1,,200,1,false,false,false,41,1,10,false,false,0,false,true,1,0,0,0,false,false,false,,,,,,,,,[]
https://www.google.fr/webhp?tab=ww,1,,200,0,true,false,false,34,2,13,true,false,0,false,true,29,1,0,0,true,false,false,,,,,,,,,[]
http://www.google.fr/imghp?hl=fr&tab=wi,1,,200,0,false,false,false,39,2,13,true,false,0,false,true,28,1,0,0,true,false,false,,,,,,,,,[]
https://accounts.google.com/ServiceLogin?hl=fr&passive=true&continue=http://www.google.com/&ec=GAZAAQ,1,,200,2,true,false,false,101,2,19,true,false,0,false,false,6,2,0,0,true,false,true,,,,,,,,,[]
http://www.google.fr/preferences?hl=fr,1,,200,1,false,false,false,38,2,13,true,false,0,false,true,24,1,0,3,true,false,true,,,,,,,,,[]
http://www.google.com/setprefdomain?prefdom=FR&prev=http://www.google.fr/&sig=6480af66K_LdnPi_AYMkuiEk7XuA_P7kSeYx4%3D,1,,200,1,false,false,false,118,2,14,true,false,0,false,true,29,1,0,0,true,false,false,,,,,,,,,[]
https://mail.google.com/mail/?tab=wm,1,,200,4,true,false,false,36,2,15,true,false,0,false,false,6,2,0,0,true,false,true,,,,,,,,,[]
http://www.google.fr/history/optout?hl=fr,1,,200,4,false,false,false,41,2,13,true,false,0,false,false,8,0,0,0,false,false,true,,,,,,,,,[]
http://google.com/services/,1,,200,1,false,false,false,27,1,10,false,false,0,true,true,1,0,0,0,false,false,false,,,,,,,,,[]
https://drive.google.com/?tab=wo,1,,200,3,true,false,false,32,2,16,true,false,0,false,false,6,2,0,0,true,false,true,,,,,,,,,[]
https://calendar.google.com/calendar?tab=wc,1,,200,4,true,false,false,43,2,19,true,false,0,false,false,6,2,0,0,true,false,true,,,,,,,,,[]
http://google.com/preferences?hl=fr,1,,200,2,false,false,false,35,1,10,false,false,0,false,true,24,1,0,3,true,false,true,,,,,,,,,[]
https://www.google.fr/intl/fr/about/products?tab=wh,1,,200,3,true,false,false,51,2,13,true,false,0,false,true,158,0,0,3,false,false,false,,,,,,,,,[]
http://google.com/advanced_search?hl=fr&authuser=0,1,,200,2,false,false,false,50,1,10,false,false,0,false,true,16,1,0,0,true,false,true,,,,,,,,,[]
http://maps.google.fr/maps?hl=fr&tab=wl,1,,200,3,false,false,false,39,2,14,true,false,0,false,true,0,0,0,0,false,false,false,,,,,,,,,[]
http://google.com/intl/fr/about.html,1,,200,4,false,false,false,36,1,10,false,false,0,false,true,49,0,0,1,false,false,false,,,,,,,,,[]
https://www.youtube.com/?tab=w1,1,,200,0,true,false,false,31,2,15,true,false,0,false,true,15,0,0,0,false,true,true,,,,,,,,,[]
https://www.google.fr/shopping?hl=fr&source=og&tab=wf,1,,200,1,true,false,false,53,2,13,true,false,0,true,false,32,1,0,0,true,false,true,,,,,,,,,[]
https://www.youtube.com/creators/,1,,200,0,true,false,false,33,2,15,true,false,0,false,true,43,1,0,1,false,false,false,,,,,,,,,[]
https://youtube.com/t/privacy,1,,200,2,true,false,false,29,1,11,false,false,0,false,false,252,0,0,0,false,true,true,,,,,,,,,[]
https://developers.google.com/youtube,1,,200,0,true,false,false,37,2,21,true,false,0,true,false,102,1,0,0,true,false,false,,,,,,,,,[]
https://www.youtube.com/about/policies/,1,,200,1,true,false,false,39,2,15,true,false,0,false,false,138,1,0,7,false,false,false,,,,,,,,,[]
https://www.youtube.com/about/press/,1,,200,1,true,false,false,36,2,15,true,false,0,false,true,89,1,0,6,false,false,false,,,,,,,,,[]
https://www.youtube.com/ads/,1,,200,0,true,false,false,28,2,15,true,false,0,true,false,85,0,0,1,false,false,false,,,,,,,,,[]
https://youtube.com/new,1,,200,1,true,false,false,23,1,11,false,false,0,true,true,15,0,0,0,false,true,true,,,,,,,,,[]
https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Dfr%26next%3D%252Fsignin_passive%26feature%3Dpassive&hl=fr,1,,200,2,true,false,false,236,2,19,true,false,0,false,false,6,2,0,0,true,false,true,,,,,,,,,[]
https://www.youtube.com/about/copyright/,1,,200,1,true,false,false,40,2,15,true,false,0,false,false,118,1,0,5,false,false,false,,,,,,,,,[]
https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,1,,200,1,true,false,false,225,2,15,true,false,0,false,false,141,1,0,1,false,false,false,,,,,,,,,[]
https://www.youtube.com/about/,1,,200,1,true,false,false,30,2,15,true,false,0,false,false,68,0,0,1,false,false,false,,,,,,,,,[]
https://youtube.com/t/contact_us/,1,,200,1,true,false,false,33,1,11,false,false,0,false,true,17,0,0,0,false,false,false,,,,,,,,,[]
https://youtube.com/t/terms,1,,200,1,true,false,false,27,1,11,false,false,0,false,true,54,0,0,0,false,false,false,,,,,,,,,[]
https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.mozilla.org%2Ffirefox%2Fnew%2F%3Futm_source%3Dfacebook%26utm_medium%3Dreferral%26utm_campaign%3Dunsupported-browser-notification&h=AT0tVHDvvfnBmci8zDFRsQhyrcA6C7QPlpYNZwFyoH5SKC-86VQ1SoqIzMkXo_l2c-WXFMxqR9b9uVeW07IUgLlSOuVQbV6b769OQK-15UjYWYral3uussh7AKRZXVm8-uQqt2wPkLMYC2HD,1,,200,1,true,false,false,324,2,14,true,false,0,false,true,3,0,0,0,false,false,true,,,,,,,,,[]
http://facebook.com/mobile,1,,200,3,false,false,false,26,1,12,false,false,0,true,true,3,0,0,0,false,false,true,,,,,,,,,[]
https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.google.com%2Fchrome%2Fbrowser%2F&h=AT3T6nJvXHDrlACT1f0OrzwgAULBGZthdbArV4nNofsvVd-hBebct8zU9_qlXv1qDuQtsqekQTCmu0Prc3y_4ILgwKoQ2m7s8rhr5HgGZc0ymgMwfSCS6h6KgKf61p1oTSMUKwWSdW_MGWIC,1,,200,1,true,false,false,228,2,14,true,false,0,false,true,3,0,0,0,false,false,true,,,,,,,,,[]
